,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
8417,AI Engineer,Medium,Technology,Germany,Hybrid,Entry,10,Bachelor,1,0,0,0,0,85441,11,2020,Medium,6
8418,AI Engineer,MNC,Education,Germany,Hybrid,Senior,4,Bachelor,0,0,1,0,1,187839,7,2025,Low,4
8419,Data Engineer,Medium,Technology,Germany,Hybrid,Senior,10,PhD,1,1,0,0,0,101883,8,2024,Medium,1
8420,AI Engineer,Enterprise,Education,UK,Onsite,Entry,12,Master,1,0,1,0,0,105828,7,2023,Medium,3
8421,Data Analyst,Startup,Technology,USA,Onsite,Entry,7,PhD,1,1,0,0,1,62382,3,2022,Low,1
8422,Machine Learning Engineer,Startup,Healthcare,USA,Hybrid,Senior,7,Master,0,0,0,0,0,140596,10,2021,High,8
8423,Data Scientist,Medium,Healthcare,Germany,Onsite,Senior,14,Bachelor,0,0,1,0,1,126420,7,2024,High,8
8424,Data Analyst,Enterprise,E-commerce,Germany,Onsite,Entry,12,PhD,1,1,0,0,1,59427,7,2025,High,8
8425,Data Scientist,Medium,Healthcare,Canada,Hybrid,Senior,2,Master,1,0,1,0,1,123402,11,2025,Low,5
8426,Data Engineer,Enterprise,E-commerce,UK,Onsite,Mid,2,PhD,1,0,0,1,0,88503,5,2024,High,7
8427,Data Analyst,Medium,Finance,Canada,Hybrid,Entry,12,Master,0,1,1,1,0,77397,7,2021,High,9
8428,AI Engineer,MNC,E-commerce,UK,Hybrid,Mid,2,PhD,1,0,1,1,0,167237,6,2020,High,9
8429,Data Scientist,Enterprise,Healthcare,India,Hybrid,Entry,1,Bachelor,1,0,0,0,0,46149,4,2023,High,7
8430,Data Scientist,Enterprise,Education,Germany,Hybrid,Mid,14,Master,1,0,0,0,1,80472,4,2020,High,7
8431,Business Analyst,Medium,E-commerce,UK,Onsite,Entry,13,Master,1,0,0,0,1,60057,12,2024,High,7
8432,Data Analyst,Enterprise,Retail,UK,Hybrid,Mid,0,PhD,0,0,1,0,1,97938,2,2023,High,7
8433,Data Scientist,Enterprise,E-commerce,Australia,Onsite,Senior,13,Bachelor,1,0,1,1,1,135190,2,2021,High,9
8434,AI Engineer,MNC,Finance,Australia,Remote,Mid,14,Bachelor,1,0,0,1,1,160119,11,2020,Medium,4
8435,AI Engineer,MNC,Finance,Germany,Onsite,Entry,9,Bachelor,0,1,1,0,1,133953,12,2026,High,9
8436,Data Analyst,Medium,Finance,Singapore,Onsite,Entry,13,Bachelor,0,1,0,1,1,75888,8,2023,High,7
8437,Data Scientist,Startup,Healthcare,Australia,Hybrid,Senior,14,Master,0,1,0,1,0,117309,2,2025,Medium,2
8438,Machine Learning Engineer,MNC,Education,USA,Hybrid,Entry,14,PhD,0,1,0,0,1,117882,2,2020,High,9
8439,Data Analyst,MNC,Retail,USA,Remote,Senior,6,Master,1,0,1,1,0,149202,9,2021,High,1
8440,Data Engineer,MNC,Finance,USA,Hybrid,Senior,12,Bachelor,0,0,1,1,1,163939,6,2023,High,1
8441,AI Engineer,Startup,Education,India,Hybrid,Entry,10,Master,0,0,1,0,0,103495,9,2023,Medium,1
8442,Business Analyst,MNC,E-commerce,India,Remote,Mid,1,Master,0,0,1,1,1,136009,10,2021,High,8
8443,Machine Learning Engineer,Enterprise,Healthcare,Australia,Onsite,Senior,9,Master,0,0,1,0,1,168758,6,2026,Medium,5
8444,AI Engineer,Startup,Healthcare,USA,Remote,Mid,3,Master,0,0,0,1,1,141665,7,2020,Low,1
8445,Machine Learning Engineer,Enterprise,E-commerce,Singapore,Remote,Senior,3,Master,1,1,1,1,1,180093,2,2025,High,7
8446,Data Analyst,Enterprise,Healthcare,Australia,Hybrid,Senior,0,Master,1,1,0,0,0,104670,1,2023,High,9
8447,Data Scientist,Medium,Education,UK,Hybrid,Senior,7,PhD,0,0,0,0,1,107068,12,2020,High,7
8448,Business Analyst,Medium,Retail,India,Remote,Senior,4,Bachelor,0,1,1,1,0,130598,7,2025,High,8
8449,Machine Learning Engineer,Enterprise,Technology,Australia,Remote,Entry,5,Master,1,1,1,0,0,105888,10,2021,Low,1
8450,Data Engineer,MNC,Retail,Singapore,Remote,Entry,11,Bachelor,0,0,0,1,1,94788,3,2020,High,9
8451,AI Engineer,Startup,Education,USA,Hybrid,Entry,2,Master,1,0,0,0,0,86280,5,2026,Low,3
8452,Business Analyst,Enterprise,Retail,USA,Hybrid,Senior,4,Bachelor,1,0,1,0,0,113127,9,2025,Low,3
8453,AI Engineer,MNC,Finance,Germany,Hybrid,Senior,0,PhD,1,1,1,0,1,187443,2,2022,Low,4
8454,Data Engineer,Enterprise,E-commerce,Singapore,Onsite,Senior,3,Bachelor,0,1,0,0,1,113985,7,2026,Low,3
8455,Data Engineer,MNC,E-commerce,UK,Onsite,Entry,8,Master,0,1,0,1,0,86285,4,2020,Medium,4
8456,Data Scientist,Startup,Finance,Canada,Hybrid,Senior,6,Master,0,0,1,0,0,110714,6,2025,High,7
8457,Machine Learning Engineer,Startup,Technology,USA,Onsite,Senior,13,PhD,0,0,1,0,1,168153,5,2020,High,8
8458,Business Analyst,Enterprise,E-commerce,Australia,Onsite,Senior,9,Bachelor,0,0,1,0,0,114464,6,2026,Medium,2
8459,Data Analyst,Enterprise,Healthcare,Singapore,Hybrid,Senior,6,Master,1,1,1,0,1,129991,7,2024,Low,6
8460,Business Analyst,Enterprise,E-commerce,Canada,Remote,Mid,0,Master,0,0,1,0,0,88681,3,2024,Low,1
8461,Data Analyst,MNC,Technology,Australia,Onsite,Senior,1,PhD,0,0,0,1,0,139971,11,2021,Low,6
8462,Data Analyst,MNC,Finance,UK,Onsite,Senior,14,PhD,1,0,1,0,1,144517,5,2023,Medium,5
8463,Data Scientist,Startup,Technology,USA,Onsite,Entry,1,Master,0,0,0,1,0,61507,12,2025,Low,6
8464,Data Scientist,Startup,E-commerce,Canada,Remote,Entry,9,Bachelor,0,0,0,1,1,75482,2,2025,Medium,6
8465,Business Analyst,Startup,E-commerce,UK,Onsite,Entry,3,Bachelor,1,1,0,0,1,60778,9,2023,Low,3
8466,Data Analyst,Medium,Retail,Canada,Onsite,Senior,0,Bachelor,0,1,1,0,0,117527,12,2026,High,8
8467,Data Analyst,Enterprise,Healthcare,USA,Onsite,Entry,4,Master,0,1,0,1,1,78137,6,2021,High,8
8468,Business Analyst,Medium,Healthcare,Germany,Remote,Entry,9,Bachelor,1,0,0,0,0,49255,2,2026,Medium,3
8469,Data Scientist,Enterprise,Healthcare,Singapore,Hybrid,Senior,6,Bachelor,0,0,0,1,0,114927,3,2022,Low,6
8470,AI Engineer,Startup,Technology,UK,Onsite,Mid,11,Master,0,0,0,1,0,130112,10,2022,Medium,6
8471,Data Scientist,Enterprise,Finance,UK,Onsite,Mid,7,Bachelor,0,0,1,1,1,118586,6,2023,High,8
8472,Data Analyst,Startup,Healthcare,Germany,Hybrid,Senior,2,PhD,0,1,1,1,0,131602,7,2025,High,6
8473,Machine Learning Engineer,Startup,Technology,Singapore,Hybrid,Senior,14,Master,0,0,0,0,0,137821,5,2020,High,8
8474,Business Analyst,Startup,Finance,USA,Remote,Entry,4,PhD,1,1,1,1,0,79921,4,2021,High,4
8475,Data Analyst,Enterprise,Technology,Canada,Hybrid,Senior,10,Master,1,0,0,0,1,106761,3,2020,Medium,2
8476,Data Engineer,Medium,Finance,India,Onsite,Entry,0,Bachelor,0,1,0,0,1,60410,12,2026,Low,3
8477,Data Scientist,MNC,Finance,UK,Hybrid,Mid,7,PhD,1,1,0,0,0,94112,12,2023,High,7
8478,Machine Learning Engineer,Startup,Retail,Singapore,Onsite,Mid,0,Bachelor,0,0,1,0,1,144525,9,2026,High,9
8479,AI Engineer,Enterprise,Healthcare,Australia,Hybrid,Entry,5,Bachelor,0,0,1,0,0,101522,10,2024,Low,4
8480,AI Engineer,Startup,E-commerce,India,Onsite,Entry,7,PhD,1,0,1,1,1,126221,10,2020,High,8
8481,AI Engineer,Startup,Retail,Germany,Remote,Senior,1,Master,0,0,0,1,1,165027,1,2023,Low,2
8482,Business Analyst,Medium,Healthcare,Canada,Onsite,Entry,6,Master,1,0,0,1,1,76861,8,2025,High,8
8483,Business Analyst,MNC,Technology,Canada,Hybrid,Mid,11,PhD,1,1,0,1,1,124206,5,2025,Medium,1
8484,Data Analyst,MNC,Education,Australia,Onsite,Mid,7,Bachelor,1,1,0,1,1,124661,7,2022,Low,3
8485,Machine Learning Engineer,Startup,Education,Germany,Remote,Mid,10,Bachelor,0,0,0,1,1,144521,9,2023,High,8
8486,AI Engineer,Startup,Healthcare,UK,Remote,Senior,5,Bachelor,1,1,0,1,0,154421,12,2021,High,8
8487,Machine Learning Engineer,MNC,Education,Germany,Hybrid,Mid,9,Master,0,0,1,0,1,159944,5,2020,Medium,1
8488,Data Analyst,Startup,Technology,USA,Onsite,Senior,9,Bachelor,0,1,1,1,0,125593,2,2024,High,9
8489,Data Scientist,Startup,Healthcare,Germany,Remote,Entry,10,Bachelor,0,0,0,1,0,62544,2,2026,Medium,6
8490,Data Scientist,Startup,Education,Canada,Onsite,Senior,14,PhD,1,0,0,0,0,102916,1,2026,Medium,5
8491,Data Engineer,MNC,E-commerce,Australia,Remote,Senior,8,PhD,0,0,0,1,1,146159,6,2024,High,7
8492,Business Analyst,Medium,Retail,Canada,Hybrid,Mid,3,PhD,1,1,0,0,1,86510,12,2024,Low,3
8493,Data Engineer,MNC,Healthcare,Australia,Hybrid,Mid,9,Bachelor,0,1,0,0,1,107063,2,2023,High,8
8494,Data Analyst,Medium,Technology,USA,Onsite,Mid,12,Bachelor,0,1,0,1,1,101139,12,2025,Medium,4
8495,Machine Learning Engineer,Startup,E-commerce,Australia,Remote,Mid,2,Master,1,0,1,1,0,148782,2,2026,High,9
8496,Data Engineer,Medium,E-commerce,USA,Onsite,Mid,10,Master,1,1,1,1,1,118987,6,2026,High,9
8497,Machine Learning Engineer,MNC,Healthcare,UK,Remote,Senior,13,PhD,1,0,0,0,1,165345,12,2026,Medium,3
8498,Business Analyst,Startup,Retail,Germany,Onsite,Entry,1,PhD,1,1,1,0,1,79183,6,2023,High,8
8499,Data Engineer,Enterprise,Education,Australia,Remote,Mid,10,Master,1,0,0,1,0,94856,10,2020,Medium,4
8500,Machine Learning Engineer,Startup,Retail,UK,Onsite,Senior,8,Bachelor,0,0,0,1,0,151181,5,2020,Medium,3
8501,Business Analyst,MNC,Finance,Singapore,Hybrid,Entry,11,Master,0,0,0,1,0,87180,12,2024,Medium,4
8502,Machine Learning Engineer,Medium,Technology,USA,Remote,Entry,5,Master,0,0,1,1,1,127359,7,2023,High,9
8503,Business Analyst,Enterprise,Retail,Australia,Onsite,Entry,11,Bachelor,0,0,0,1,1,78958,2,2024,High,7
8504,Data Engineer,Enterprise,Retail,Germany,Hybrid,Mid,1,PhD,1,0,1,1,1,112533,2,2025,High,5
8505,Data Engineer,Medium,Finance,India,Remote,Mid,3,PhD,1,1,1,0,1,104517,4,2022,High,9
8506,Data Scientist,MNC,Education,India,Hybrid,Entry,7,Master,1,1,0,1,1,91005,3,2023,Low,4
8507,Data Scientist,Startup,Retail,Singapore,Hybrid,Mid,3,PhD,0,1,0,1,1,96607,2,2023,Low,5
8508,AI Engineer,Enterprise,Healthcare,Singapore,Remote,Entry,10,Master,0,1,0,0,1,99694,7,2021,High,8
8509,Business Analyst,Startup,Finance,India,Hybrid,Entry,12,Master,0,1,1,0,0,60932,7,2023,Medium,2
8510,AI Engineer,MNC,E-commerce,Canada,Onsite,Entry,13,PhD,1,1,0,0,0,112550,3,2025,Medium,2
8511,Data Analyst,Enterprise,Retail,Australia,Remote,Mid,4,Bachelor,1,0,0,0,1,83805,3,2025,High,9
8512,AI Engineer,MNC,Retail,Canada,Onsite,Entry,12,Bachelor,1,0,0,0,0,114456,2,2021,Medium,5
8513,AI Engineer,Medium,Retail,Germany,Remote,Mid,1,Master,0,0,0,0,1,128996,12,2025,Low,5
8514,Business Analyst,Enterprise,E-commerce,Australia,Hybrid,Senior,8,Bachelor,1,0,1,0,0,117425,10,2020,Medium,5
8515,Business Analyst,MNC,Technology,India,Hybrid,Senior,7,PhD,0,0,0,1,1,147573,8,2024,Low,6
8516,Data Analyst,Startup,Education,UK,Hybrid,Mid,13,Master,1,0,0,0,1,81852,11,2021,Medium,4
8517,Data Engineer,Medium,Technology,UK,Remote,Entry,5,Bachelor,0,0,1,1,1,94613,10,2021,High,9
8518,Data Scientist,Medium,E-commerce,Singapore,Hybrid,Mid,11,Bachelor,0,1,0,1,0,93451,9,2023,Medium,1
8519,Business Analyst,Startup,Technology,Germany,Onsite,Senior,13,Master,0,0,1,1,0,131218,5,2026,High,3
8520,Business Analyst,Enterprise,Healthcare,UK,Hybrid,Mid,8,PhD,1,0,0,0,0,77273,7,2022,High,7
8521,Data Analyst,MNC,E-commerce,Germany,Hybrid,Entry,11,Bachelor,1,1,1,0,1,98703,4,2021,Medium,2
8522,Data Analyst,Enterprise,Technology,Germany,Onsite,Mid,4,PhD,1,1,0,1,0,93684,9,2022,High,9
8523,Data Analyst,Startup,Finance,India,Onsite,Senior,13,Master,1,0,1,1,0,126667,11,2024,High,9
8524,Data Engineer,Enterprise,E-commerce,Singapore,Onsite,Senior,14,Bachelor,1,1,1,1,1,141061,5,2022,High,6
8525,Business Analyst,Startup,Technology,India,Hybrid,Entry,2,Master,1,1,0,1,0,66337,11,2026,High,8
8526,AI Engineer,MNC,E-commerce,Canada,Onsite,Mid,8,Master,0,1,0,1,1,162430,9,2024,Medium,5
8527,Data Scientist,Startup,Retail,India,Remote,Mid,3,Bachelor,0,0,1,0,0,90946,2,2025,High,8
8528,Data Engineer,Enterprise,E-commerce,Germany,Remote,Mid,14,PhD,0,1,0,1,0,92726,7,2024,Medium,2
8529,Data Scientist,MNC,Retail,Canada,Onsite,Entry,2,Bachelor,1,0,1,1,1,110021,11,2023,High,9
8530,Machine Learning Engineer,Enterprise,Finance,Australia,Remote,Entry,7,PhD,1,0,0,1,1,115615,6,2024,High,9
8531,Machine Learning Engineer,Enterprise,Healthcare,Singapore,Remote,Senior,3,Master,1,1,1,0,0,151115,5,2021,Low,4
8532,AI Engineer,MNC,E-commerce,India,Remote,Mid,12,PhD,0,1,1,0,0,146053,4,2022,Medium,1
8533,Data Scientist,Medium,Finance,Australia,Onsite,Mid,14,Bachelor,1,0,0,1,0,91602,1,2026,Medium,3
8534,Data Analyst,Enterprise,Healthcare,Singapore,Onsite,Senior,8,PhD,1,0,0,0,0,97349,1,2021,High,8
8535,Business Analyst,MNC,Retail,Germany,Remote,Senior,1,Master,1,0,0,0,0,122999,7,2023,Low,3
8536,Data Scientist,MNC,Healthcare,Singapore,Hybrid,Mid,14,Bachelor,1,0,0,0,0,95000,3,2020,Medium,2
8537,Data Scientist,MNC,Education,Canada,Onsite,Mid,0,Master,0,1,0,0,0,97967,6,2020,High,9
8538,AI Engineer,Medium,Technology,Singapore,Remote,Mid,9,PhD,1,1,0,0,1,129860,6,2023,Medium,1
8539,Business Analyst,Medium,Finance,Australia,Onsite,Mid,4,PhD,1,0,0,0,0,70149,12,2021,High,7
8540,Data Engineer,Enterprise,Healthcare,Singapore,Hybrid,Mid,1,PhD,0,1,0,0,0,76892,12,2023,Low,6
8541,AI Engineer,Medium,Technology,Germany,Remote,Senior,3,Master,1,0,0,1,0,156684,6,2024,Low,3
8542,Data Scientist,Medium,Retail,India,Onsite,Senior,5,Bachelor,0,0,0,0,1,114691,6,2021,High,7
8543,Machine Learning Engineer,Enterprise,Healthcare,Germany,Remote,Entry,10,PhD,1,1,0,0,0,89648,5,2024,Medium,6
8544,Business Analyst,Enterprise,Finance,India,Hybrid,Senior,0,Bachelor,1,0,1,1,0,128994,9,2020,High,4
8545,Data Scientist,MNC,Technology,Germany,Remote,Senior,1,Master,0,1,0,1,0,138302,1,2020,High,7
8546,Business Analyst,MNC,Healthcare,UK,Hybrid,Mid,7,PhD,1,1,1,1,0,125577,8,2023,High,5
8547,Machine Learning Engineer,MNC,Finance,Singapore,Remote,Senior,13,PhD,1,0,0,1,1,188428,6,2021,Medium,2
8548,Data Analyst,Enterprise,E-commerce,India,Onsite,Entry,7,PhD,1,1,1,0,1,72870,1,2024,Low,2
8549,Data Scientist,MNC,Education,Canada,Hybrid,Entry,0,Master,1,0,1,0,0,87476,3,2020,Low,3
8550,Data Engineer,Medium,Technology,Germany,Hybrid,Senior,5,PhD,1,1,1,0,0,110485,11,2023,Low,4
8551,AI Engineer,Medium,Technology,UK,Onsite,Entry,3,Bachelor,1,1,1,1,1,130474,4,2021,High,7
8552,AI Engineer,Enterprise,E-commerce,Singapore,Remote,Entry,4,PhD,1,0,1,0,1,116577,11,2020,Low,5
8553,Data Scientist,Enterprise,E-commerce,India,Remote,Entry,11,Bachelor,0,1,1,0,0,67742,4,2022,Medium,1
8554,Data Analyst,Startup,Healthcare,Singapore,Onsite,Entry,13,Master,0,0,0,1,0,66833,1,2024,Medium,1
8555,Data Scientist,Medium,Finance,India,Remote,Entry,2,PhD,0,1,1,1,1,86753,3,2026,High,5
8556,Data Analyst,Medium,Technology,Australia,Hybrid,Senior,8,Bachelor,0,0,0,0,0,97959,2,2023,High,7
8557,Data Analyst,Medium,Education,Canada,Remote,Mid,5,PhD,0,0,0,1,1,95634,11,2021,High,8
8558,Business Analyst,Enterprise,Education,UK,Remote,Mid,10,PhD,0,0,0,1,0,90794,9,2023,High,9
8559,Data Scientist,Medium,Retail,Germany,Remote,Senior,3,PhD,1,0,0,0,1,112029,2,2025,Low,5
8560,Data Scientist,MNC,E-commerce,UK,Hybrid,Senior,3,Bachelor,1,1,0,1,0,134312,8,2023,Low,2
8561,Machine Learning Engineer,Enterprise,Retail,Australia,Onsite,Mid,2,Bachelor,1,1,0,1,1,136476,6,2023,Low,2
8562,Data Engineer,MNC,Technology,Canada,Onsite,Mid,8,Master,1,0,1,0,0,109043,8,2023,Medium,3
8563,Business Analyst,MNC,Finance,UK,Onsite,Mid,0,Master,0,0,1,1,0,124850,3,2024,High,7
8564,Data Scientist,Enterprise,Finance,Germany,Hybrid,Mid,4,Master,1,0,0,0,1,84823,4,2023,Low,1
8565,Data Scientist,MNC,E-commerce,UK,Remote,Senior,13,Bachelor,0,0,1,0,1,148619,9,2024,High,7
8566,Data Engineer,MNC,Retail,Canada,Hybrid,Mid,14,PhD,1,0,0,0,0,95433,2,2025,High,8
8567,Machine Learning Engineer,Startup,Education,Germany,Remote,Mid,8,Master,0,1,0,1,1,137216,9,2026,Medium,4
8568,Data Scientist,Enterprise,Finance,Canada,Onsite,Senior,2,Bachelor,0,1,1,1,0,132213,10,2025,High,3
8569,Machine Learning Engineer,MNC,Finance,Germany,Hybrid,Entry,6,PhD,1,1,0,0,1,124265,8,2024,Low,5
8570,Business Analyst,MNC,Technology,Canada,Onsite,Mid,4,Bachelor,1,1,0,1,0,106290,1,2024,Low,6
8571,Machine Learning Engineer,Medium,E-commerce,USA,Onsite,Entry,7,Bachelor,1,0,0,1,1,113180,11,2023,Low,5
8572,Business Analyst,Medium,E-commerce,India,Remote,Mid,11,Master,0,1,1,0,1,98124,4,2020,Medium,4
8573,Machine Learning Engineer,MNC,Education,UK,Onsite,Mid,7,Bachelor,1,0,0,0,0,137332,12,2026,Low,4
8574,Data Engineer,Medium,Healthcare,Canada,Remote,Entry,2,Bachelor,0,1,1,0,1,75819,8,2024,High,8
8575,Data Analyst,Enterprise,Retail,Canada,Remote,Mid,5,Master,0,0,0,0,0,79642,7,2020,Low,5
8576,Data Scientist,Startup,Technology,Singapore,Remote,Mid,3,Bachelor,0,0,1,0,1,95402,3,2020,High,9
8577,Business Analyst,MNC,Technology,USA,Onsite,Senior,8,Bachelor,0,1,1,1,0,149085,6,2026,High,8
8578,Machine Learning Engineer,Startup,Retail,USA,Remote,Senior,11,PhD,0,1,1,1,0,171965,3,2025,High,1
8579,AI Engineer,MNC,Education,India,Hybrid,Senior,4,Master,1,1,1,1,1,196093,5,2025,High,6
8580,Data Engineer,MNC,Retail,Germany,Hybrid,Mid,8,Master,1,1,0,0,0,98023,12,2023,Medium,6
8581,Business Analyst,Medium,Healthcare,USA,Remote,Senior,6,Bachelor,0,1,1,0,0,119385,4,2022,Low,5
8582,AI Engineer,Medium,Technology,Australia,Onsite,Entry,13,Bachelor,0,0,1,0,1,114432,6,2021,Medium,1
8583,Data Analyst,Medium,Healthcare,Australia,Onsite,Mid,9,Master,1,1,0,0,0,78343,4,2025,High,9
8584,Data Engineer,Enterprise,E-commerce,India,Onsite,Senior,11,Bachelor,0,1,0,1,0,117191,11,2022,Medium,4
8585,Data Analyst,Medium,Finance,Canada,Remote,Entry,6,Bachelor,1,1,0,0,0,53111,5,2024,Low,2
8586,AI Engineer,Startup,E-commerce,USA,Hybrid,Entry,4,PhD,1,1,1,0,1,119137,6,2023,Low,5
8587,Business Analyst,MNC,Technology,India,Hybrid,Entry,3,Bachelor,1,0,0,1,1,91699,11,2025,High,7
8588,Data Analyst,Medium,Finance,India,Remote,Entry,3,Bachelor,0,1,0,1,1,72851,6,2024,Low,2
8589,Data Analyst,Startup,Education,Germany,Onsite,Senior,5,PhD,0,1,1,1,1,142856,3,2023,High,5
8590,Data Scientist,Startup,Technology,Germany,Onsite,Senior,14,Master,0,0,0,1,1,126682,2,2025,High,7
8591,Data Scientist,Enterprise,Healthcare,Australia,Hybrid,Entry,9,Bachelor,1,1,1,0,0,60668,8,2023,Medium,5
8592,Data Analyst,MNC,E-commerce,USA,Onsite,Entry,1,Master,1,1,1,0,0,88034,9,2023,High,9
8593,Data Engineer,MNC,Finance,India,Hybrid,Entry,0,Master,1,1,0,1,0,80866,7,2024,Low,2
8594,AI Engineer,Medium,Technology,UK,Onsite,Senior,8,Master,1,1,1,1,1,181903,7,2023,High,2
8595,Data Engineer,Startup,Finance,UK,Remote,Mid,14,Bachelor,1,0,1,0,1,100419,11,2021,Medium,1
8596,Data Engineer,Enterprise,E-commerce,Australia,Onsite,Senior,8,PhD,0,0,1,0,0,114505,12,2026,High,9
8597,Data Scientist,MNC,Healthcare,India,Onsite,Entry,14,Master,0,1,0,0,0,73698,12,2024,Medium,4
8598,Data Analyst,Startup,Technology,Canada,Hybrid,Mid,2,PhD,0,0,1,0,1,95794,8,2020,Low,6
8599,Data Scientist,Medium,Healthcare,Canada,Remote,Entry,3,PhD,0,0,1,0,1,74965,9,2023,Low,6
8600,Data Scientist,MNC,Education,Australia,Onsite,Entry,12,Master,0,1,0,1,0,84525,2,2022,Medium,3
8601,Data Engineer,Enterprise,Technology,USA,Onsite,Entry,11,Bachelor,0,1,0,0,1,61703,6,2021,High,7
8602,Machine Learning Engineer,Medium,Technology,Singapore,Remote,Mid,6,Master,0,0,0,0,1,123744,12,2021,Low,5
8603,Machine Learning Engineer,Startup,Retail,India,Onsite,Senior,2,Bachelor,0,0,0,1,0,156136,4,2021,High,7
8604,Data Engineer,MNC,E-commerce,UK,Hybrid,Entry,2,Bachelor,1,0,0,1,1,94478,5,2023,Low,4
8605,Business Analyst,Startup,Technology,Germany,Remote,Entry,13,PhD,0,0,0,1,1,79054,11,2022,Medium,5
8606,Business Analyst,Medium,Technology,India,Onsite,Senior,14,Master,1,0,0,0,1,112497,8,2024,Medium,1
8607,AI Engineer,Medium,Retail,Singapore,Onsite,Entry,5,PhD,1,1,0,0,0,92364,3,2022,Low,2
8608,Business Analyst,Medium,Finance,Canada,Remote,Entry,0,Master,0,0,0,1,0,60974,1,2022,High,7
8609,Data Engineer,Startup,Education,Germany,Hybrid,Entry,8,PhD,0,0,0,1,0,68715,11,2023,Medium,5
8610,Data Scientist,MNC,Education,USA,Remote,Mid,5,Master,0,1,0,1,0,109066,3,2021,Low,5
8611,Data Scientist,MNC,Healthcare,Singapore,Onsite,Senior,3,Bachelor,0,1,1,0,0,132937,1,2022,Low,5
8612,Business Analyst,Medium,E-commerce,Singapore,Remote,Entry,14,PhD,0,0,0,0,1,61329,10,2022,Medium,6
8613,Data Scientist,Medium,Finance,UK,Onsite,Mid,3,Bachelor,0,0,0,1,1,104016,12,2026,Low,6
8614,Data Engineer,MNC,Technology,Singapore,Remote,Entry,13,PhD,0,1,0,1,0,83661,3,2025,High,7
8615,Data Scientist,Medium,Healthcare,Germany,Hybrid,Mid,4,Master,1,0,1,1,0,101445,11,2023,High,8
8616,Data Scientist,MNC,Healthcare,India,Onsite,Mid,8,Bachelor,0,1,0,0,0,95987,10,2023,High,8
8617,AI Engineer,Medium,Education,USA,Remote,Entry,13,PhD,0,1,0,0,0,85177,7,2024,Medium,1
8618,Machine Learning Engineer,Enterprise,Technology,India,Hybrid,Mid,5,PhD,0,1,1,0,1,135383,5,2024,Low,4
8619,AI Engineer,Startup,Technology,USA,Onsite,Entry,10,Bachelor,0,1,0,0,1,103462,2,2026,Medium,5
8620,AI Engineer,MNC,Retail,USA,Onsite,Mid,14,Bachelor,0,0,1,0,0,148325,12,2024,Medium,1
8621,Machine Learning Engineer,MNC,Retail,Canada,Hybrid,Mid,6,Master,1,0,0,0,0,134690,2,2021,High,8
8622,AI Engineer,Enterprise,Technology,India,Onsite,Mid,6,Bachelor,0,1,1,0,0,134986,7,2025,High,8
8623,AI Engineer,Enterprise,Retail,Singapore,Hybrid,Entry,9,Master,0,0,0,0,1,100142,1,2023,Medium,5
8624,Data Scientist,Enterprise,Healthcare,Canada,Onsite,Senior,6,Master,1,1,0,0,0,101665,1,2026,High,9
8625,Machine Learning Engineer,Medium,E-commerce,India,Remote,Mid,12,PhD,0,1,1,0,0,127582,5,2023,High,9
8626,Data Engineer,MNC,Retail,Germany,Hybrid,Entry,4,Bachelor,1,1,1,1,0,97259,7,2020,High,5
8627,Machine Learning Engineer,MNC,E-commerce,Australia,Remote,Senior,12,PhD,1,0,0,1,1,184503,4,2022,High,7
8628,Data Analyst,Startup,Education,India,Hybrid,Senior,5,Bachelor,0,0,0,0,1,108229,2,2026,High,8
8629,Business Analyst,Medium,E-commerce,Germany,Remote,Entry,9,Bachelor,0,1,0,0,1,63879,9,2026,Medium,4
8630,Business Analyst,Startup,Healthcare,USA,Hybrid,Entry,12,PhD,0,0,0,0,1,57746,6,2026,Medium,2
8631,Data Engineer,Startup,Finance,UK,Remote,Entry,10,PhD,0,0,1,1,0,82809,9,2026,High,3
8632,Data Engineer,Startup,E-commerce,UK,Hybrid,Entry,11,Master,1,1,0,0,1,60104,5,2020,Medium,6
8633,Business Analyst,Enterprise,Finance,Australia,Onsite,Senior,11,Bachelor,0,1,1,1,0,126273,12,2022,High,6
8634,Machine Learning Engineer,Enterprise,Technology,UK,Onsite,Entry,9,PhD,1,0,0,0,1,103525,1,2024,High,8
8635,AI Engineer,Startup,Education,Canada,Onsite,Entry,12,Bachelor,0,0,0,1,1,113035,11,2025,Medium,5
8636,Business Analyst,MNC,Technology,Germany,Onsite,Mid,6,Bachelor,1,1,0,0,0,92715,3,2024,Low,1
8637,Data Scientist,Startup,E-commerce,UK,Onsite,Mid,10,Master,1,0,1,1,1,111267,3,2023,High,9
8638,Data Analyst,MNC,Education,USA,Hybrid,Mid,1,PhD,0,1,0,0,1,105035,3,2024,Low,3
8639,Business Analyst,Medium,E-commerce,USA,Remote,Mid,2,Master,0,1,0,1,1,103098,9,2025,Low,1
8640,Data Scientist,MNC,Healthcare,India,Hybrid,Entry,6,PhD,1,0,1,0,0,82939,3,2024,Low,6
8641,Data Analyst,Startup,Healthcare,USA,Onsite,Senior,6,Master,1,1,0,0,0,100138,4,2025,Low,4
8642,AI Engineer,Enterprise,Finance,Canada,Onsite,Mid,9,Bachelor,0,0,0,0,0,111374,7,2024,High,7
